building,site,timezone,training_valid_fraction,complete_training_days,training_scale,reason,training_missing,training_negative,training_zero,selected
Rat_education_Paula,Rat,US/Eastern,0.996198296836983,271,131.25138146847812,eligible,25,0,0,False
Rat_education_Penny,Rat,US/Eastern,0.9670012165450121,263,166.85358389683913,eligible,217,0,0,False
Rat_education_Renee,Rat,US/Eastern,0.9998479318734793,272,38.465749049429654,eligible,1,0,0,False
Rat_education_Robyn,Rat,US/Eastern,0.9998479318734793,272,162.81815057034217,eligible,1,0,0,False
Rat_education_Rogelio,Rat,US/Eastern,0.9777980535279805,266,128.8163530326594,eligible,146,0,1,False
Rat_education_Romana,Rat,US/Eastern,0.9998479318734793,272,42.698214448669205,eligible,1,0,0,False
Rat_education_Rosalyn,Rat,US/Eastern,0.9998479318734793,272,81.78210494296579,eligible,1,0,0,False
Rat_education_Roxanne,Rat,US/Eastern,0.9925486618004866,270,415.6544675961391,eligible,49,0,3,False
Rat_education_Royal,Rat,US/Eastern,0.996198296836983,271,77.45564188673485,eligible,25,0,0,False
Rat_education_Salvatore,Rat,US/Eastern,0.9998479318734793,272,61.23506463878328,eligible,1,0,0,False
Rat_education_Shellie,Rat,US/Eastern,0.996198296836983,271,75.06835292321783,eligible,25,0,0,False
Rat_education_Sherwood,Rat,US/Eastern,0.996198296836983,271,107.41184094031445,eligible,25,0,0,False
Rat_education_Sina,Rat,US/Eastern,0.996198296836983,271,150.28010685391544,eligible,25,0,0,False
Rat_education_Stuart,Rat,US/Eastern,0.9998479318734793,272,54.02406996197719,eligible,1,0,0,False
Rat_education_Susana,Rat,US/Eastern,0.9965024330900243,271,11.02656493209217,eligible,23,0,344,False
Rat_education_Tania,Rat,US/Eastern,0.9998479318734793,272,389.1734403041825,eligible,1,0,1,False
Rat_education_Terese,Rat,US/Eastern,0.9974148418491484,267,122.97868120140267,eligible,17,0,0,False
Rat_education_Theo,Rat,US/Eastern,0.9998479318734793,272,815.9610387832699,eligible,1,0,0,False
Rat_education_Tim,Rat,US/Eastern,0.9998479318734793,272,72.62428441064638,eligible,1,0,0,False
Rat_education_Tristan,Rat,US/Eastern,0.9998479318734793,272,32.02221749049429,eligible,1,0,0,False
Rat_education_Ulrike,Rat,US/Eastern,0.9998479318734793,272,109.77363802281367,eligible,1,0,0,False
Rat_education_Verna,Rat,US/Eastern,0.996198296836983,271,84.49077698061365,eligible,25,0,0,False
Rat_education_Veronica,Rat,US/Eastern,0.6021897810218978,165,178.53757828282826,training_valid_fraction_below_0.95,2616,0,120,False
Rat_education_Vicky,Rat,US/Eastern,0.9925486618004866,270,210.7729523517696,eligible,49,0,0,False
Rat_education_Willie,Rat,US/Eastern,0.996198296836983,271,261.89640207601894,eligible,25,0,0,False
Rat_education_Willy,Rat,US/Eastern,0.9998479318734793,272,94.79902965779468,eligible,1,0,151,False
Rat_education_Wilmer,Rat,US/Eastern,0.996198296836983,271,109.6647183636086,eligible,25,0,0,False
Rat_education_Winnie,Rat,US/Eastern,0.996198296836983,271,56.46233857426348,eligible,25,0,0,False
Rat_education_Yu,Rat,US/Eastern,0.9451034063260341,256,75.41483990345937,training_valid_fraction_below_0.95,361,0,216,False
Rat_education_Zina,Rat,US/Eastern,0.996198296836983,271,51.14713173561289,eligible,25,0,0,False
Rat_education_Zoe,Rat,US/Eastern,0.9998479318734793,272,95.88459011406844,eligible,1,0,0,False
Rat_health_Ann,Rat,US/Eastern,0.9998479318734793,272,89.28589961977187,eligible,1,0,1,False
Rat_health_Gaye,Rat,US/Eastern,0.9998479318734793,272,38.59601825095058,eligible,1,0,0,False
Rat_health_Guy,Rat,US/Eastern,1.0,272,1666.4729927007297,eligible,0,0,1,False
Rat_health_Mildred,Rat,US/Eastern,0.996198296836983,271,19.225260265608302,eligible,25,0,0,False
Rat_health_Rosaria,Rat,US/Eastern,0.996198296836983,271,30.846660051900475,eligible,25,0,2,False
Rat_health_Shane,Rat,US/Eastern,0.9960462287104623,270,1282.1144320610688,eligible,26,0,0,False
Rat_health_Tanya,Rat,US/Eastern,0.9998479318734793,272,43.69300836501902,eligible,1,0,0,False
Rat_lodging_Ardell,Rat,US/Eastern,0.9998479318734793,272,16.810825855513308,eligible,1,0,0,False
Rat_lodging_Ben,Rat,US/Eastern,0.9965024330900243,271,353.57517320311314,eligible,23,0,0,False
Rat_lodging_Christine,Rat,US/Eastern,0.9998479318734793,272,71.93920456273764,eligible,1,0,0,False
Rat_lodging_Dwight,Rat,US/Eastern,0.9996958637469586,271,25.12008518405841,eligible,2,0,5,False
Rat_lodging_Jeannette,Rat,US/Eastern,0.9998479318734793,272,5.86773536121673,eligible,1,0,1,False
Rat_lodging_Lakisha,Rat,US/Eastern,0.996198296836983,270,0.9753075866279959,eligible,25,0,96,False
Rat_lodging_Lorenzo,Rat,US/Eastern,0.996198296836983,271,3.127876660051901,eligible,25,0,11,False
Rat_lodging_Lucille,Rat,US/Eastern,0.9969586374695864,258,4.088297742525931,eligible,20,0,24,False
Rat_lodging_Marguerite,Rat,US/Eastern,0.996198296836983,270,20.64357044725996,eligible,25,0,0,False
Rat_lodging_Marion,Rat,US/Eastern,0.9920924574209246,263,37.87746627835684,eligible,52,0,0,False
Rat_lodging_Ted,Rat,US/Eastern,0.996198296836983,271,2.9354052816363914,eligible,25,0,116,False
Rat_office_Adele,Rat,US/Eastern,0.9998479318734793,272,754.1015041825096,eligible,1,0,0,False
Rat_office_Annis,Rat,US/Eastern,0.9998479318734793,272,35.580947528517115,eligible,1,0,0,False
Rat_office_Arron,Rat,US/Eastern,0.9998479318734793,272,63.59314980988593,eligible,1,0,0,False
Rat_office_Ashlee,Rat,US/Eastern,0.9998479318734793,272,58.12739619771863,eligible,1,0,4,False
Rat_office_Avis,Rat,US/Eastern,0.9998479318734793,272,991.6912106463878,eligible,1,0,0,False
Rat_office_Chris,Rat,US/Eastern,0.8100669099756691,220,993.427242350291,training_valid_fraction_below_0.95,1249,0,73,False
Rat_office_Colby,Rat,US/Eastern,0.9998479318734793,272,2117.9907619771866,eligible,1,0,0,False
Rat_office_Craig,Rat,US/Eastern,0.9925486618004866,269,254.49296001225676,eligible,49,0,0,False
Rat_office_Jacinta,Rat,US/Eastern,0.9960462287104623,270,225.10398931297712,eligible,26,0,0,False
Rat_office_Jamal,Rat,US/Eastern,0.9998479318734793,272,1095.0047680608363,eligible,1,0,0,False
Rat_office_Jeannie,Rat,US/Eastern,0.9998479318734793,272,43.938555133079845,eligible,1,0,0,False
Rat_office_Jessica,Rat,US/Eastern,0.996198296836983,271,744.9242619447413,eligible,25,0,0,False
Rat_office_Jill,Rat,US/Eastern,0.9888990267639902,269,735.7941534676303,eligible,73,0,0,False
Rat_office_Kasey,Rat,US/Eastern,0.9998479318734793,272,91.84189353612166,eligible,1,0,0,False
Rat_office_Lora,Rat,US/Eastern,0.9998479318734793,272,474.19046083650187,eligible,1,0,1,False
Rat_office_Loyd,Rat,US/Eastern,0.9998479318734793,272,57.7971650190114,eligible,1,0,0,False
Rat_office_Mei,Rat,US/Eastern,0.9554440389294404,251,22.003307337259276,eligible,293,0,0,False
Rat_office_Olivia,Rat,US/Eastern,0.9998479318734793,272,49.57356806083649,eligible,1,0,0,False
Rat_office_Ramiro,Rat,US/Eastern,0.996198296836983,271,43.14169745077088,eligible,25,0,0,False
Rat_office_Randy,Rat,US/Eastern,0.996198296836983,271,113.20909632117234,eligible,25,0,0,False
Rat_office_Ronald,Rat,US/Eastern,0.9995437956204379,271,56.257717937015066,eligible,3,0,0,False
Rat_office_Rosemary,Rat,US/Eastern,0.9998479318734793,272,17.393209125475288,eligible,1,0,1,False
Rat_office_Sammy,Rat,US/Eastern,0.9998479318734793,272,51.015806844106464,eligible,1,0,0,False
Rat_office_Tracy,Rat,US/Eastern,0.9998479318734793,272,21.59456882129278,eligible,1,0,10,False
Rat_other_Al,Rat,US/Eastern,0.9998479318734793,272,54.772542965779465,eligible,1,0,31,False
Rat_other_Daphne,Rat,US/Eastern,0.9958941605839416,270,11.973524202168273,eligible,27,0,2,False
Rat_other_Hazel,Rat,US/Eastern,0.9996958637469586,271,399.39784301794947,eligible,2,0,0,False
Rat_other_Lan,Rat,US/Eastern,0.996198296836983,271,12.976324225309112,eligible,25,0,184,False
Rat_parking_Ronnie,Rat,US/Eastern,0.9998479318734793,272,17.021682129277565,eligible,1,0,6,False
Rat_public_Alanna,Rat,US/Eastern,0.9890510948905109,268,1278.8133948339485,eligible,72,0,0,False
Rat_public_Alexander,Rat,US/Eastern,0.989507299270073,249,85.85353465498693,eligible,69,0,2350,False
Rat_public_Allie,Rat,US/Eastern,0.9998479318734793,272,11.816827376425856,eligible,1,0,1,False
Rat_public_Allyson,Rat,US/Eastern,0.9998479318734793,272,55.06851863117871,eligible,1,0,3,False
Rat_public_Amber,Rat,US/Eastern,0.9998479318734793,272,9.964882129277568,eligible,1,0,0,False
Rat_public_Andrea,Rat,US/Eastern,0.8794099756690997,239,202.76361577036144,training_valid_fraction_below_0.95,793,0,153,False
Rat_public_Angelina,Rat,US/Eastern,0.9998479318734793,272,34.956523193916354,eligible,1,0,0,False
Rat_public_Angle,Rat,US/Eastern,0.3538625304136253,95,327.98466265577997,training_valid_fraction_below_0.95,4249,0,0,False
Rat_public_Becky,Rat,US/Eastern,0.9998479318734793,272,22.51921216730038,eligible,1,0,0,False
Rat_public_Berry,Rat,US/Eastern,0.9998479318734793,272,106.73182965779468,eligible,1,0,0,False
Rat_public_Bronwyn,Rat,US/Eastern,0.9888990267639902,269,463.0068337690297,eligible,73,0,0,False
Rat_public_Carole,Rat,US/Eastern,0.9939172749391727,262,20.67271266829865,eligible,40,0,0,False
Rat_public_Caroline,Rat,US/Eastern,0.9998479318734793,272,157.4700410646388,eligible,1,0,0,False
Rat_public_Chrissy,Rat,US/Eastern,0.947536496350365,255,58.60296421120206,training_valid_fraction_below_0.95,345,0,2,False
Rat_public_Clyde,Rat,US/Eastern,0.9980231143552312,263,36.09617857687033,eligible,13,0,0,False
Rat_public_Corinne,Rat,US/Eastern,0.9998479318734793,272,28.158539923954375,eligible,1,0,0,False
Rat_public_Courtney,Rat,US/Eastern,0.996198296836983,271,32.567327125629674,eligible,25,0,0,False
Rat_public_Dalia,Rat,US/Eastern,0.996198296836983,271,196.5423172034804,eligible,25,0,7,False
Rat_public_Damon,Rat,US/Eastern,0.996198296836983,271,21.955249580216762,eligible,25,0,0,False
Rat_public_Darren,Rat,US/Eastern,0.9987834549878345,268,4.398950974421437,eligible,8,0,0,False
Rat_public_Deidre,Rat,US/Eastern,0.9998479318734793,272,9.588266159695817,eligible,1,0,0,False
Rat_public_Desiree,Rat,US/Eastern,0.9998479318734793,272,13.57563802281369,eligible,1,0,2,False
Rat_public_Dexter,Rat,US/Eastern,0.996198296836983,271,14.057607998778812,eligible,25,0,0,False
Rat_public_Duane,Rat,US/Eastern,0.9998479318734793,272,74.58192243346008,eligible,1,0,0,False
Rat_public_Elmira,Rat,US/Eastern,0.45985401459854014,126,30.973587962962963,training_valid_fraction_below_0.95,3552,0,0,False
Rat_public_Emilee,Rat,US/Eastern,0.9998479318734793,272,40.489099619771864,eligible,1,0,0,False
Rat_public_Faye,Rat,US/Eastern,0.996198296836983,271,36.55584948862769,eligible,25,0,0,False
Rat_public_Fern,Rat,US/Eastern,0.9998479318734793,272,52.33565475285172,eligible,1,0,0,False
Rat_public_Frank,Rat,US/Eastern,0.996198296836983,270,8.550299190963212,eligible,25,0,2,False
Rat_public_Frederick,Rat,US/Eastern,0.996198296836983,271,21.71888719279499,eligible,25,0,7,False
Rat_public_Fredrick,Rat,US/Eastern,0.9998479318734793,272,12.051352091254754,eligible,1,0,0,False
Rat_public_Grover,Rat,US/Eastern,0.9998479318734793,272,18.73372319391635,eligible,1,0,0,False
Rat_public_Helena,Rat,US/Eastern,0.9998479318734793,272,25.149516349809886,eligible,1,0,10,False
Rat_public_Hortencia,Rat,US/Eastern,0.9998479318734793,272,59.85752395437263,eligible,1,0,0,False
Rat_public_Isabel,Rat,US/Eastern,0.9998479318734793,272,52.58507072243346,eligible,1,0,0,False
Rat_public_Jason,Rat,US/Eastern,0.9998479318734793,272,25.306063878326995,eligible,1,0,0,False
Rat_public_Joann,Rat,US/Eastern,0.9998479318734793,272,18.814453231939165,eligible,1,0,0,False
Rat_public_Johnna,Rat,US/Eastern,0.9998479318734793,272,29.298433460076048,eligible,1,0,0,False
Rat_public_Johnny,Rat,US/Eastern,0.9998479318734793,272,23.534926235741448,eligible,1,0,0,False
Rat_public_Josiah,Rat,US/Eastern,0.9998479318734793,272,95.10157870722433,eligible,1,0,0,False
Rat_public_Julieann,Rat,US/Eastern,0.9998479318734793,272,5.348536882129277,eligible,1,0,12,False
Rat_public_Kathleen,Rat,US/Eastern,0.9896593673965937,254,27.645365703749228,eligible,68,0,0,False
Rat_public_Kelle,Rat,US/Eastern,0.9998479318734793,272,38.18393460076046,eligible,1,0,1,False
Rat_public_Kelly,Rat,US/Eastern,0.996198296836983,271,21.576837124103193,eligible,25,0,0,False
Rat_public_Kermit,Rat,US/Eastern,0.9998479318734793,272,27.120406083650188,eligible,1,0,0,False
Rat_public_Kimber,Rat,US/Eastern,0.9998479318734793,272,365.06195741444867,eligible,1,0,0,False
Rat_public_Laura,Rat,US/Eastern,0.9808394160583942,259,14.515446511627907,eligible,126,0,0,False
Rat_public_Laurie,Rat,US/Eastern,0.9930048661800487,265,159.61047473200614,eligible,46,0,0,False
Rat_public_Laverne,Rat,US/Eastern,0.9998479318734793,272,14.141192395437262,eligible,1,0,2,False
Rat_public_Lea,Rat,US/Eastern,0.9888990267639902,269,69.74932185145317,eligible,73,0,0,False
Rat_public_Leo,Rat,US/Eastern,0.9998479318734793,272,19.759638022813686,eligible,1,0,9,False
Rat_public_Leta,Rat,US/Eastern,0.9996958637469586,271,18.3914146638272,eligible,2,0,0,False
Rat_public_Lloyd,Rat,US/Eastern,0.996198296836983,270,80.41646618836819,eligible,25,0,0,False
Rat_public_Loretta,Rat,US/Eastern,0.9998479318734793,272,246.945216730038,eligible,1,0,0,False
Rat_public_Lynda,Rat,US/Eastern,0.9998479318734793,272,12.50121368821293,eligible,1,0,1,False
Rat_public_Mabel,Rat,US/Eastern,0.996198296836983,270,108.17664020760188,eligible,25,0,0,False
Rat_public_Marcellus,Rat,US/Eastern,0.9998479318734793,272,9.762815209125474,eligible,1,0,1,False
Rat_public_Margart,Rat,US/Eastern,0.9998479318734793,272,43.78929429657794,eligible,1,0,0,False
Rat_public_Mark,Rat,US/Eastern,0.9998479318734793,272,28.864375665399237,eligible,1,0,6,False
Rat_public_Maxine,Rat,US/Eastern,0.9998479318734793,272,157.55234676806083,eligible,1,0,3,False
Rat_public_Michael,Rat,US/Eastern,0.996198296836983,271,43.82449854983972,eligible,25,0,0,False
Rat_public_Michelle,Rat,US/Eastern,0.9998479318734793,272,77.01967908745247,eligible,1,0,8,False
Rat_public_Muriel,Rat,US/Eastern,0.9861618004866181,261,109.98821742482653,eligible,91,0,0,False
Rat_public_Nancy,Rat,US/Eastern,0.9998479318734793,272,20.3650783269962,eligible,1,0,6,False
Rat_public_Neil,Rat,US/Eastern,0.9998479318734793,272,28.86945399239544,eligible,1,0,14,False
Rat_public_Nell,Rat,US/Eastern,0.9998479318734793,272,36.63762433460076,eligible,1,0,0,False
Rat_public_Nelson,Rat,US/Eastern,0.996198296836983,271,47.657459929781716,eligible,25,0,0,False
Rat_public_Norene,Rat,US/Eastern,0.8047445255474452,218,23.93404572940287,training_valid_fraction_below_0.95,1284,0,0,False
Rat_public_Percy,Rat,US/Eastern,0.8465632603406326,230,6.698509071313095,training_valid_fraction_below_0.95,1009,0,4,False
Rat_public_Ramon,Rat,US/Eastern,0.9998479318734793,272,33.934769581749045,eligible,1,0,3,False
Rat_public_Ramona,Rat,US/Eastern,0.9998479318734793,272,29.27973536121673,eligible,1,0,2,False
Rat_public_Roberta,Rat,US/Eastern,0.9998479318734793,272,16.162915589353613,eligible,1,0,0,False
Rat_public_Roma,Rat,US/Eastern,0.9998479318734793,272,63.603321673003805,eligible,1,0,2,False
Rat_public_Sade,Rat,US/Eastern,0.996198296836983,271,33.33276904289421,eligible,25,0,1,False
Rat_public_Sana,Rat,US/Eastern,0.9815997566909975,267,1351.8534841208366,eligible,121,0,0,False
Rat_public_Sean,Rat,US/Eastern,0.9998479318734793,272,20.5916897338403,eligible,1,0,0,False
Rat_public_Shanta,Rat,US/Eastern,0.996198296836983,270,12.944087925507556,eligible,25,0,0,False
Rat_public_Sharonda,Rat,US/Eastern,0.9998479318734793,272,40.26180988593156,eligible,1,0,2,False
Rat_public_Sharron,Rat,US/Eastern,0.9998479318734793,272,42.31550874524714,eligible,1,0,0,False
Rat_public_Stacey,Rat,US/Eastern,0.9998479318734793,272,17.95805019011407,eligible,1,0,0,False
Rat_public_Stella,Rat,US/Eastern,0.9998479318734793,272,95.8011072243346,eligible,1,0,0,False
Rat_public_Sue,Rat,US/Eastern,0.9998479318734793,272,29.395546768060843,eligible,1,0,1,False
Rat_public_Tammara,Rat,US/Eastern,0.9998479318734793,272,8.09052927756654,eligible,1,0,0,False
Rat_public_Tamra,Rat,US/Eastern,0.996198296836983,271,22.79492749198596,eligible,25,0,0,False
Rat_public_Tommy,Rat,US/Eastern,0.996198296836983,271,16.744196305907494,eligible,25,0,1,False
Rat_public_Toya,Rat,US/Eastern,0.9998479318734793,272,27.111318631178705,eligible,1,0,0,False
Rat_public_Tricia,Rat,US/Eastern,0.9998479318734793,272,38.31262813688213,eligible,1,0,0,False
Rat_public_Ulysses,Rat,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Rat_public_Vickie,Rat,US/Eastern,0.9998479318734793,272,40.38519695817491,eligible,1,0,5,False
Rat_public_Wilbur,Rat,US/Eastern,0.9998479318734793,272,183.10750722433457,eligible,1,0,52,False
Rat_public_Wilma,Rat,US/Eastern,0.9996958637469586,271,54.29143748098571,eligible,2,0,0,False
Rat_public_Yessenia,Rat,US/Eastern,0.9998479318734793,272,124.88589049429658,eligible,1,0,0,False
Rat_public_Yetta,Rat,US/Eastern,0.9998479318734793,272,19.30768060836502,eligible,1,0,0,False
Rat_religion_Kathy,Rat,US/Eastern,0.9998479318734793,272,5.7648182509505705,eligible,1,0,0,False
Rat_retail_Jeffrey,Rat,US/Eastern,0.9998479318734793,272,83.78325171102662,eligible,1,0,0,False
Rat_warehouse_Breanna,Rat,US/Eastern,0.9998479318734793,272,107.29250798479087,eligible,1,0,0,False
Rat_warehouse_Doretta,Rat,US/Eastern,0.9998479318734793,272,163.6628897338403,eligible,1,0,0,False
Rat_warehouse_Eloisa,Rat,US/Eastern,0.9998479318734793,272,164.5759041825095,eligible,1,0,0,False
Rat_warehouse_Maegan,Rat,US/Eastern,0.8830596107055961,239,6.985310831754778,training_valid_fraction_below_0.95,769,0,10,False
Rat_warehouse_Shari,Rat,US/Eastern,0.996198296836983,271,52.69061975270951,eligible,25,0,0,False
Robin_assembly_Colleen,Robin,Europe/London,1.0,272,48.58885518552311,eligible,0,0,0,True
Robin_education_Audrea,Robin,Europe/London,1.0,272,314.5231528284672,eligible,0,0,0,False
Robin_education_Billi,Robin,Europe/London,1.0,272,41.503477341849155,eligible,0,0,0,False
Robin_education_Cecilia,Robin,Europe/London,1.0,272,51.30124390206813,eligible,0,0,0,False
Robin_education_Della,Robin,Europe/London,1.0,272,0.7491430352798053,eligible,0,0,0,False
Robin_education_Derick,Robin,Europe/London,1.0,272,585.5027980383211,eligible,0,0,0,False
Robin_education_Derrick,Robin,Europe/London,1.0,272,423.46391288017037,eligible,0,0,0,False
Robin_education_Jasper,Robin,Europe/London,1.0,272,166.5377281021898,eligible,0,0,0,False
Robin_education_Julius,Robin,Europe/London,1.0,272,341.75266627128957,eligible,0,0,0,False
Robin_education_Karyl,Robin,Europe/London,1.0,272,13.795191256082726,eligible,0,0,0,False
Robin_education_Kiera,Robin,Europe/London,1.0,272,77.3781945863747,eligible,0,0,0,False
Robin_education_Kristopher,Robin,Europe/London,1.0,272,123.44066809610703,eligible,0,0,0,False
Robin_education_Lashandra,Robin,Europe/London,1.0,272,301.93784704987837,eligible,0,0,0,False
Robin_education_Leslie,Robin,Europe/London,1.0,272,869.8241967913626,eligible,0,0,0,False
Robin_education_Lizbeth,Robin,Europe/London,1.0,272,127.71769060218978,eligible,0,0,0,False
Robin_education_Madeline,Robin,Europe/London,1.0,272,364.07487906021896,eligible,0,0,0,False
Robin_education_Margarito,Robin,Europe/London,1.0,272,544.3111922445255,eligible,0,0,0,False
Robin_education_Megan,Robin,Europe/London,1.0,272,240.46467586678833,eligible,0,0,0,False
Robin_education_Mercedes,Robin,Europe/London,1.0,272,268.7969562195864,eligible,0,0,0,False
Robin_education_So,Robin,Europe/London,1.0,272,489.81376034063254,eligible,0,0,0,False
Robin_education_Takako,Robin,Europe/London,1.0,272,160.38767740267636,eligible,0,0,0,False
Robin_education_Terrance,Robin,Europe/London,1.0,272,283.61652472627736,eligible,0,0,0,False
Robin_education_Zenia,Robin,Europe/London,1.0,272,156.0037271745742,eligible,0,0,0,False
Robin_lodging_Armand,Robin,Europe/London,1.0,272,38.19801640815085,eligible,0,0,0,False
Robin_lodging_Celia,Robin,Europe/London,1.0,272,50.951221624087594,eligible,0,0,0,False
Robin_lodging_Donna,Robin,Europe/London,1.0,272,21.13936818734793,eligible,0,0,0,False
Robin_lodging_Dorthy,Robin,Europe/London,1.0,272,29.737165450121655,eligible,0,0,0,False
Robin_lodging_Elmer,Robin,Europe/London,1.0,272,90.70640714720194,eligible,0,0,0,False
Robin_lodging_Janie,Robin,Europe/London,1.0,272,119.88566219586374,eligible,0,0,0,False
Robin_lodging_Oliva,Robin,Europe/London,1.0,272,53.72967357055961,eligible,0,0,0,False
Robin_lodging_Phillip,Robin,Europe/London,1.0,272,49.099822597323595,eligible,0,0,0,False
Robin_lodging_Pricilla,Robin,Europe/London,1.0,272,57.67908555352798,eligible,0,0,0,False
Robin_lodging_Renea,Robin,Europe/London,1.0,272,88.8096614051095,eligible,0,0,0,False
Robin_office_Addie,Robin,Europe/London,1.0,272,19.954090632603403,eligible,0,0,0,False
Robin_office_Adolph,Robin,Europe/London,1.0,272,27.33799540754258,eligible,0,0,0,False
Robin_office_Antonina,Robin,Europe/London,1.0,272,432.61952046836984,eligible,0,0,0,False
Robin_office_Dina,Robin,Europe/London,1.0,272,35.67908264902677,eligible,0,0,0,False
Robin_office_Donald,Robin,Europe/London,1.0,272,132.695499756691,eligible,0,0,0,False
Robin_office_Erma,Robin,Europe/London,1.0,272,16.932983576642332,eligible,0,0,0,False
Robin_office_Gayle,Robin,Europe/London,1.0,272,57.667740085158144,eligible,0,0,0,False
Robin_office_Lindsay,Robin,Europe/London,1.0,272,19.946295970194644,eligible,0,0,0,False
Robin_office_Maryann,Robin,Europe/London,1.0,272,249.34326846107055,eligible,0,0,0,False
Robin_office_Sammie,Robin,Europe/London,1.0,272,82.45555915450122,eligible,0,0,0,False
Robin_office_Saul,Robin,Europe/London,1.0,272,14.856032025547446,eligible,0,0,0,False
Robin_office_Serena,Robin,Europe/London,1.0,272,49.30819647201946,eligible,0,0,0,False
Robin_office_Shirlene,Robin,Europe/London,1.0,272,31.500860051703164,eligible,0,0,0,False
Robin_office_Soledad,Robin,Europe/London,0.9996958637469586,270,12.621830833586856,eligible,2,0,0,False
Robin_office_Victor,Robin,Europe/London,1.0,272,52.7316328010949,eligible,0,0,0,False
Robin_office_Wai,Robin,Europe/London,1.0,272,203.9713604927007,eligible,0,0,0,False
Robin_office_Zelma,Robin,Europe/London,1.0,272,131.07785561131385,eligible,0,0,0,False
Robin_public_Cami,Robin,Europe/London,1.0,272,83.96264114963503,eligible,0,0,0,False
Robin_public_Carolina,Robin,Europe/London,1.0,272,136.79661727493917,eligible,0,0,0,False
Shrew_office_Doris,Shrew,Europe/London,1.0,272,196.0460462287105,eligible,0,0,0,True
Shrew_office_Doug,Shrew,Europe/London,1.0,272,75.92068126520681,eligible,0,0,33,False
Shrew_office_Ila,Shrew,Europe/London,1.0,272,144.34937652068126,eligible,0,0,0,False
Shrew_office_Katherine,Shrew,Europe/London,1.0,272,55.32157846715328,eligible,0,0,0,False
Shrew_office_Kenneth,Shrew,Europe/London,1.0,272,28.776611922141118,eligible,0,0,0,False
Shrew_office_Lin,Shrew,Europe/London,1.0,272,380.37089416058393,eligible,0,0,2,False
Shrew_office_Nora,Shrew,Europe/London,1.0,272,181.09961982968372,eligible,0,0,0,False
Shrew_office_Rose,Shrew,Europe/London,1.0,272,10.125487317518248,eligible,0,0,0,False
Shrew_office_Sherill,Shrew,Europe/London,1.0,272,307.8841697080292,eligible,0,0,0,False
Swan_unknown_Allison,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Andres,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Bette,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Christoper,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Douglas,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Esteban,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Fabian,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Ike,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Isaiah,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Jan,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Jerold,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Noelia,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Raquel,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Reyna,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Rocco,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Rudy,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Tom,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Valeria,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Swan_unknown_Wendy,Swan,US/Pacific,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Wolf_assembly_Elaine,Wolf,Europe/Dublin,0.9812956204379562,220,39.63370680303735,eligible,123,0,0,False
Wolf_assembly_Sallie,Wolf,Europe/Dublin,0.9860097323600974,267,271.8981384947563,eligible,92,0,0,False
Wolf_education_Anisa,Wolf,Europe/Dublin,0.9998479318734793,271,226.85591102661596,eligible,1,0,383,False
Wolf_education_Arnulfo,Wolf,Europe/Dublin,1.0,272,32.26615989963504,eligible,0,0,378,False
Wolf_education_Bobby,Wolf,Europe/Dublin,1.0,272,92.83123707420926,eligible,0,0,254,False
Wolf_education_Cheryl,Wolf,Europe/Dublin,1.0,272,133.44914499695864,eligible,0,0,0,False
Wolf_education_Clarissa,Wolf,Europe/Dublin,0.9998479318734793,271,53.59007034220533,eligible,1,0,0,False
